5000 12000
1324 906 65
1325 1288 99
1325 3513 22
1325 2441 32
1326 3492 40
1326 3783 2
1326 2877 71
1327 3825 15
1327 782 74
1327 15 70
1328 4037 3
1328 849 41
1328 2068 34
1329 4905 27
1329 125 32
1329 4429 94
1330 2919 80
1330 4991 96
1330 3650 28
1331 733 91
1331 1943 36
1331 1842 15
1332 249 88
1332 3323 55
1332 443 96
1333 1359 41
1333 4976 27
1333 4927 53
1334 4794 26
1334 3776 7
1334 1231 96
1335 3998 60
1335 906 32
1335 376 51
1336 3570 24
1336 3762 92
1336 2429 86
1337 1080 77
1337 1088 37
1337 4740 51
1338 2217 88
1338 1761 3
1338 27 72
1339 897 4
1339 792 21
1339 473 21
1340 1109 31
1340 3032 28
1340 134 38
1341 4199 22
1341 3896 45
1341 2939 19
1342 3380 77
1342 2639 61
1342 521 23
1343 1522 87
1343 2581 40
1343 4716 16
1344 2316 31
1344 789 19
1344 4318 68
1345 1502 98
1345 897 2
1345 2582 52
1346 3174 75
1346 4667 20
1346 3045 78
1347 469 72
1347 3700 52
1347 2921 8
1348 4942 67
1348 4978 58
1348 4692 42
1349 4350 56
1349 3472 38
1349 3618 30
1350 2065 93
1350 1720 6
1350 1627 41
1351 3345 99
1351 4521 98
1351 1245 68
1352 1745 43
1352 2433 32
1352 1571 46
1353 669 35
1353 3217 15
1353 3839 85
1354 4873 42
1354 325 83
1354 2032 66
1355 2709 89
1355 927 100
1355 2489 84
1356 568 41
1356 3400 71
1356 4966 77
1357 4326 21
1357 4571 74
1357 219 18
1358 4539 56
1358 4360 58
1358 1949 100
1359 165 86
1359 250 71
1359 2146 94
1360 259 35
1360 3806 25
1360 3124 73
1361 4145 15
1361 810 45
1361 982 66
1362 1712 2
1362 1782 34
1362 226 92
1363 4294 34
1363 3832 21
1363 1260 31
1364 725 51
1364 636 97
1364 3367 21
1365 1321 38
1365 172 41
1365 296 66
1366 740 7
1366 3768 68
1366 4727 32
1367 1130 91
1367 247 9
1367 2556 54
1368 3412 93
1368 1553 14
1368 2206 82
1369 3096 95
1369 38 65
1369 2410 66
1370 2439 49
1370 1180 50
1370 2061 15
1371 2332 11
1371 480 95
1371 4022 52
1372 3645 22
1372 3879 78
1372 4042 84
1373 747 3
1373 2828 22
1373 3672 23
1374 4826 69
1374 95 18
1374 1709 41
1375 4743 86
1375 1552 61
1375 312 91
1376 1648 58
1376 2999 35
1376 1960 46
1377 74 42
1377 3024 26
1377 2855 24
1378 1763 59
1378 402 75
1378 4722 88
1379 2478 99
1379 2935 32
1379 6 24
1380 766 15
1380 3890 79
1380 2921 31
1381 2496 40
1381 2988 73
1381 3350 82
1382 1075 48
1382 664 46
1382 4205 40
1383 452 21
1383 4827 54
1383 4139 95
1384 458 6
1384 2785 49
1384 2424 85
1385 459 26
1385 2241 85
1385 782 48
1386 3598 40
1386 661 21
1386 4436 78
1387 2094 49
1387 1648 92
1387 672 12
1388 1326 16
1388 4937 17
1388 4703 67
1389 1075 27
1389 878 19
1389 1144 36
1390 229 19
1390 3511 46
1390 3123 52
1391 3772 22
1391 2574 37
1391 4086 40
1392 1379 23
1392 1517 20
1392 4799 99
1393 1858 60
1393 2046 35
1393 4249 16
1394 1954 79
1394 1300 60
1394 4463 68
1395 210 55
1395 434 66
1395 1803 11
1396 4986 26
1396 945 95
1396 2677 84
1397 1056 50
1397 4911 16
1397 2386 14
1398 2850 56
1398 342 40
1398 3053 45
1399 1980 97
1399 312 75
1399 1182 8
1400 4519 81
1400 2817 97
1400 1311 35
1401 1775 67
1401 1843 72
1401 2337 39
1402 4728 83
1402 903 23
1402 2156 4
1403 4756 62
1403 4203 18
1403 4820 87
1404 381 3
1404 3219 19
1404 2174 97
1405 2776 11
1405 282 40
1405 4779 76
1406 1895 5
1406 2808 53
1406 4884 52
1407 4707 91
1407 4846 64
1407 4105 24
1408 104 94
1408 1115 62
1408 2772 88
1409 4039 16
1409 1400 63
1409 1380 56
1410 484 29
1410 153 4
1410 4585 31
1411 4217 21
1411 3921 4
1411 178 13
1412 2759 87
1412 4664 81
1412 118 13
1413 3867 63
1413 4458 19
1413 1843 66
1414 2480 17
1414 4174 93
1414 1845 14
1415 1934 48
1415 26 13
1415 2320 35
1416 569 39
1416 3016 49
1416 3928 73
1417 2687 78
1417 4871 41
1417 4033 94
1418 2343 36
1418 2757 31
1418 257 23
1419 4980 33
1419 907 31
1419 1321 40
1420 4880 91
1420 1832 86
1420 112 54
1421 2712 61
1421 2066 23
1421 2038 54
1422 1831 97
1422 3943 42
1422 3091 61
1423 1662 5
1423 256 16
1423 3522 49
1424 3336 9
1424 1451 66
1424 315 42
1425 4543 11
1425 691 47
1425 399 100
1426 3511 75
1426 1799 24
1426 3900 25
1427 1091 72
1427 3162 80
1427 224 29
1428 974 20
1428 1173 36
1428 3798 44
1429 4701 23
1429 4878 9
1429 4446 8
1430 119 33
1430 2771 45
1430 4605 52
1431 1998 93
1431 2883 51
1431 421 36
1432 4268 5
1432 2398 82
1432 4078 37
1433 330 88
1433 3303 99
1433 903 100
1434 2519 7
1434 4120 84
1434 3364 62
1435 4068 17
1435 4775 84
1435 4952 65
1436 3687 22
1436 137 13
1436 881 91
1437 706 24
1437 1032 88
1437 1544 42
1438 939 86
1438 3425 100
1438 3844 23
1439 2288 70
1439 1737 48
1439 733 49
1440 4732 38
1440 2027 38
1440 3137 81
1441 1797 89
1441 4709 99
1441 222 9
1442 4860 70
1442 821 82
1442 2878 12
1443 2530 80
1443 1617 35
1443 1365 53
1444 508 46
1444 4138 70
1444 1432 11
1445 4320 42
1445 4290 78
1445 1453 1
1446 253 28
1446 4809 81
1446 2054 70
1447 4490 88
1447 2101 96
1447 4996 5
1448 369 74
1448 3565 67
1448 3910 82
1449 4490 56
1449 721 38
1449 4085 71
1450 3290 28
1450 4077 100
1450 4497 99
1451 4792 73
1451 3316 1
1451 4007 62
1452 457 62
1452 2606 79
1452 4450 45
1453 4353 24
1453 790 28
1453 3513 6
1454 2801 97
1454 455 5
1454 770 37
1455 4005 45
1455 3057 31
1455 16 35
1456 2063 32
1456 2366 91
1456 3620 63
1457 859 94
1457 2967 90
1457 3011 91
1458 2719 38
1458 574 5
1458 1521 83
1459 4302 91
1459 3102 19
1459 1638 37
1460 3528 15
1460 3186 80
1460 962 95
1461 4680 50
1461 2029 88
1461 320 23
1462 389 88
1462 2259 8
1462 638 48
1463 2824 38
1463 1309 94
1463 3275 38
1464 2231 71
1464 3024 93
1464 826 87
1465 3627 85
1465 4059 21
1465 565 97
1466 2094 93
1466 35 17
1466 2579 40
1467 386 61
1467 4630 96
1467 2964 51
1468 4966 74
1468 4077 74
1468 4354 65
1469 4146 67
1469 839 58
1469 829 88
1470 3885 39
1470 2464 36
1470 4849 54
1471 894 45
1471 1753 7
1471 359 20
1472 4223 19
1472 185 74
1472 4988 84
1473 4330 92
1473 2349 1
1473 2402 43
1474 3937 46
1474 1015 71
1474 2799 89
1475 4724 18
1475 1749 100
1475 2519 28
1476 382 18
1476 2975 94
1476 3065 64
1477 3184 44
1477 259 55
1477 1470 21
1478 2019 65
1478 3171 95
1478 3990 48
1479 827 16
1479 1928 96
1479 870 57
1480 889 6
1480 1822 3
1480 4805 4
1481 2824 84
1481 4561 45
1481 2182 97
1482 3940 29
1482 634 12
1482 1484 25
1483 1252 47
1483 2179 22
1483 4809 81
1484 3165 20
1484 1368 76
1484 2806 69
1485 216 32
1485 3110 6
1485 3572 31
1486 383 33
1486 2237 39
1486 3691 49
1487 4915 27
1487 508 41
1487 3678 22
1488 4368 65
1488 1163 97
1488 4365 86
1489 4732 81
1489 3792 35
1489 2545 4
1490 4817 54
1490 3511 38
1490 3596 99
1491 104 39
1491 3697 33
1491 2254 44
1492 817 15
1492 1564 42
1492 4713 63
1493 221 38
1493 38 34
1493 28 86
1494 2127 1
1494 770 88
1494 4755 97
1495 3486 25
1495 572 25
1495 4289 12
1496 940 53
1496 1061 41
1496 2340 70
1497 2838 83
1497 1756 64
1497 2105 76
1498 4460 41
1498 321 40
1498 3315 45
1499 1720 46
1499 667 54
1499 1609 45
1500 815 14
1500 284 84
1500 4598 36
1501 4745 23
1501 3699 46
1501 3849 47
1502 2373 76
1502 3887 24
1502 4067 85
1503 1982 18
1503 4982 8
1503 76 1
1504 2349 6
1504 2418 70
1504 361 29
1505 1698 25
1505 3573 44
1505 860 49
1506 4901 46
1506 1710 52
1506 972 45
1507 3448 66
1507 4711 22
1507 2459 94
1508 3559 50
1508 2386 91
1508 3126 34
1509 140 54
1509 3330 58
1509 4407 84
1510 4399 9
1510 3979 49
1510 15 17
1511 4893 58
1511 2814 65
1511 2880 16
1512 1314 94
1512 3191 1
1512 1768 47
1513 607 37
1513 2637 2
1513 4760 73
1514 3113 26
1514 3892 34
1514 3648 35
1515 2247 72
1515 1585 62
1515 666 66
1516 4257 51
1516 1632 80
1516 4711 85
1517 1335 77
1517 4384 53
1517 4027 97
1518 4919 38
1518 1086 39
1518 4980 24
1519 3387 67
1519 1720 29
1519 1479 9
1520 3726 15
1520 3611 56
1520 927 2
1521 1285 56
1521 3147 36
1521 4616 19
1522 2888 2
1522 2919 28
1522 614 68
1523 3170 67
1523 2340 23
1523 2698 96
1524 963 89
1524 4396 49
1524 2953 42
1525 4727 10
1525 2697 86
1525 4232 93
1526 4599 70
1526 2929 41
1526 4531 3
1527 2159 40
1527 1303 65
1527 2359 3
1528 2468 5
1528 2159 57
1528 2215 6
1529 3826 84
1529 705 69
1529 1926 81
1530 2702 19
1530 3483 98
1530 1623 94
1531 1019 26
1531 516 26
1531 1105 76
1532 3409 17
1532 2620 16
1532 3643 60
1533 261 15
1533 697 50
1533 2956 99
1534 4161 83
1534 4041 74
1534 379 85
1535 3431 88
1535 232 32
1535 61 35
1536 748 90
1536 4122 66
1536 3788 35
1537 3391 2
1537 326 83
1537 2904 64
1538 1608 42
1538 2239 28
1538 3415 40
1539 4714 31
1539 45 47
1539 3510 89
1540 3021 14
1540 59 61
1540 3040 81
1541 2029 90
1541 1612 68
1541 3264 2
1542 4450 93
1542 780 55
1542 3009 68
1543 4799 60
1543 4397 58
1543 1780 54
1544 4671 64
1544 2066 16
1544 121 43
1545 1806 16
1545 4953 42
1545 1842 1
1546 4563 39
1546 3509 67
1546 1526 62
1547 1199 42
1547 3030 98
1547 1583 92
1548 4573 50
1548 4854 72
1548 266 13
1549 3519 78
1549 316 71
1549 947 38
1550 672 34
1550 4601 3
1550 1682 57
1551 4795 70
1551 1189 36
1551 3163 21
1552 2396 16
1552 4453 88
1552 4301 49
1553 3374 40
1553 2281 38
1553 2023 51
1554 1784 7
1554 3065 16
1554 2587 31
1555 657 41
1555 1090 72
1555 414 10
1556 4257 23
1556 375 49
1556 245 76
1557 1588 76
1557 3834 89
1557 1091 61
1558 4680 94
1558 1465 96
1558 4375 17
1559 4126 40
1559 4994 60
1559 821 27
1560 2203 42
1560 1953 58
1560 255 60
1561 1951 55
1561 3958 34
1561 1303 15
1562 2498 56
1562 1055 81
1562 907 41
1563 2521 47
1563 557 19
1563 2028 57
1564 837 65
1564 4005 62
1564 3423 29
1565 3592 97
1565 465 46
1565 3240 34
1566 1775 52
1566 4927 57
1566 4505 15
1567 566 95
1567 3245 53
1567 3000 1
1568 4783 37
1568 1832 35
1568 3908 55
1569 4611 86
1569 1385 95
1569 4822 22
1570 990 16
1570 4505 43
1570 3370 7
1571 3386 61
1571 1123 88
1571 506 44
1572 4098 84
1572 172 61
1572 1052 47
1573 3366 7
1573 1423 17
1573 1053 70
1574 176 74
1574 2082 41
1574 2344 49
1575 4783 26
1575 4438 18
1575 3143 91
1576 4431 50
1576 2073 25
1576 4040 69
1577 790 84
1577 4568 94
1577 1369 58
1578 3299 30
1578 4376 74
1578 2668 16
1579 3778 46
1579 4721 63
1579 1856 54
1580 3269 34
1580 20 8
1580 2950 27
1581 2888 7
1581 1861 78
1581 1285 20
1582 3674 36
1582 4166 20
1582 3421 27
1583 3996 49
1583 2506 40
1583 4219 50
1584 3007 16
1584 21 57
1584 4276 98
1585 908 2
1585 314 32
1585 4692 85
1586 4622 96
1586 1986 51
1586 476 3
1587 2661 35
1587 1755 76
1587 1663 59
1588 3637 52
1588 3200 64
1588 3467 18
1589 725 60
1589 4258 46
1589 2220 98
1590 4938 50
1590 904 98
1590 4305 97
1591 1147 30
1591 1181 78
1591 3464 45
1592 1701 76
1592 2132 3
1592 144 57
1593 1971 72
1593 503 24
1593 2894 97
1594 1323 97
1594 1961 21
1594 2078 4
1595 1922 38
1595 4273 57
1595 4647 24
1596 4202 11
1596 3932 32
1596 683 43
1597 4508 21
1597 4486 91
1597 2610 74
1598 3031 41
1598 2733 36
1598 3782 46
1599 1477 38
1599 30 87
1599 4163 22
1600 3454 94
1600 2529 38
1600 3308 5
1601 4567 39
1601 4179 5
1601 4488 53
1602 3228 6
1602 4195 87
1602 3826 44
1603 2638 15
1603 3053 13
1603 2092 79
1604 1353 5
1604 2040 63
1604 2817 52
1605 1356 14
1605 2203 45
1605 4783 20
1606 3143 100
1606 2982 80
1606 322 77
1607 436 91
1607 2115 98
1607 3767 63
1608 3057 89
1608 4147 49
1608 2606 92
1609 871 99
1609 4203 30
1609 3926 91
1610 4981 95
1610 3479 6
1610 4930 53
1611 4050 55
1611 4677 34
1611 2397 94
1612 2901 90
1612 3143 27
1612 2124 42
1613 4910 82
1613 2280 75
1613 2487 9
1614 3025 67
1614 1197 58
1614 1682 77
1615 2921 44
1615 4230 9
1615 2012 19
1616 4292 99
1616 3321 1
1616 4254 46
1617 3139 17
1617 17 38
1617 2822 44
1618 2592 31
1618 1947 69
1618 3193 93
1619 4561 87
1619 4614 74
1619 3701 76
1620 792 26
1620 286 52
1620 3707 60
1621 4435 83
1621 4603 81
1621 1729 25
1622 3556 27
1622 4660 84
1622 4075 48
1623 1235 71
1623 1825 10
1623 2209 62
1624 2328 44
1624 2851 30
1624 1658 63
1625 317 76
1625 1944 3
1625 3505 10
1626 2454 44
1626 429 23
1626 3424 37
1627 2928 57
1627 632 92
1627 4084 15
1628 4653 74
1628 1486 41
1628 2930 64
1629 108 17
1629 3789 83
1629 3405 81
1630 4307 88
1630 4730 61
1630 2385 59
1631 605 85
1631 3234 58
1631 4626 1
1632 4748 97
1632 4863 14
1632 3447 75
1633 3780 51
1633 1792 4
1633 2415 50
1634 2123 14
1634 4345 25
1634 3431 16
1635 2044 19
1635 4002 85
1635 2549 58
1636 4254 3
1636 798 4
1636 345 23
1637 3533 22
1637 3177 39
1637 3739 8
1638 1950 67
1638 3124 44
1638 3053 5
1639 4749 67
1639 1027 57
1639 2681 57
1640 4859 82
1640 223 16
1640 3937 91
1641 37 67
1641 2872 53
1641 3982 72
1642 995 37
1642 4949 75
1642 2641 43
1643 2132 22
1643 1790 1
1643 313 78
1644 3115 65
1644 2158 34
1644 3568 1
1645 1491 53
1645 231 81
1645 150 9
1646 2551 32
1646 4572 22
1646 2935 5
1647 2141 45
1647 2177 84
1647 1104 82
1648 3133 91
1648 1569 3
1648 2013 90
1649 213 12
1649 1232 29
1649 2140 68
1650 3711 67
1650 4602 6
1650 613 58
1651 4425 29
1651 3701 1
1651 4730 74
1652 3236 93
1652 341 38
1652 1211 81
1653 1896 21
1653 1295 68
1653 4216 94
1654 4255 100
1654 1956 96
1654 1577 17
1655 2852 74
1655 989 13
1655 132 43
1656 239 35
1656 4166 39
1656 1504 30
1657 1462 36
1657 4556 100
1657 4679 44
1658 3786 77
1658 2108 88
1658 3864 96
1659 2207 63
1659 2498 100
1659 1237 3
1660 1789 3
1660 535 50
1660 1465 38
1661 4454 71
1661 1931 51
1661 3444 12
1662 1238 70
1662 2589 87
1662 2549 24
1663 60 61
1663 4039 4
1663 4090 36
1664 2241 99
1664 3450 12
1664 4052 50
1665 2817 14
1665 338 52
1665 280 76
1666 1480 86
1666 1012 39
1666 2572 40
1667 1486 66
1667 525 62
1667 140 1
1668 2281 86
1668 2460 5
1668 3128 82
1669 2418 58
1669 3720 59
1669 397 65
1670 1030 49
1670 3995 79
1670 4078 36
1671 1569 76
1671 2957 17
1671 4339 19
1672 1722 32
1672 912 67
1672 4487 88
1673 2058 37
1673 1917 7
1673 2782 33
1674 1503 64
1674 4887 13
1674 2024 81
1675 3222 66
1675 1704 21
1675 3371 88
1676 820 48
1676 2705 92
1676 2087 18
1677 1534 97
1677 1889 42
1677 38 9
1678 2474 65
1678 772 16
1678 1005 72
1679 989 77
1679 2517 22
1679 626 73
1680 630 22
1680 1228 67
1680 502 9
1681 2802 57
1681 2103 75
1681 446 8
1682 87 99
1682 1512 65
1682 574 14
1683 3366 24
1683 627 58
1683 1485 93
1684 1077 71
1684 4482 83
1684 1330 82
1685 2294 31
1685 845 81
1685 2627 40
1686 3417 31
1686 3830 12
1686 2774 4
1687 2165 81
1687 4065 24
1687 363 30
1688 677 40
1688 1990 27
1688 3674 91
1689 462 80
1689 4401 97
1689 4858 27
1690 4091 80
1690 2061 47
1690 4330 7
1691 3396 78
1691 134 98
1691 724 15
1692 4165 47
1692 3329 92
1692 1909 16
1693 3639 88
1693 4615 48
1693 3301 22
1694 1827 43
1694 2847 26
1694 2647 88
1695 1784 7
1695 2386 2
1695 4537 49
1696 4266 47
1696 3007 60
1696 1509 90
1697 2303 58
1697 1420 87
1697 3138 28
1698 4246 43
1698 1504 62
1698 1262 63
1699 3987 80
1699 4446 74
1699 3541 20
1700 3625 28
1700 2009 22
1700 3517 99
1701 2980 83
1701 4819 11
1701 3381 7
1702 1468 19
1702 3319 42
1702 1443 75
1703 4014 84
1703 1797 39
1703 433 23
1704 4224 55
1704 4045 34
1704 109 41
1705 483 64
1705 272 55
1705 4365 61
1706 1108 86
1706 4842 82
1706 1717 81
1707 3674 59
1707 3539 73
1707 209 73
1708 4578 49
1708 1889 89
1708 273 36
1709 2635 6
1709 79 2
1709 4229 50
1710 2174 40
1710 4650 10
1710 2243 1
1711 2882 11
1711 591 3
1711 3489 23
1712 3173 58
1712 4456 31
1712 111 43
1713 2995 54
1713 1771 25
1713 1958 57
1714 3817 78
1714 415 26
1714 4182 14
1715 772 36
1715 2111 47
1715 4059 32
1716 3911 72
1716 1067 69
1716 4460 74
1717 3507 39
1717 3530 83
1717 2666 17
1718 3026 21
1718 4445 73
1718 4394 62
1719 1160 90
1719 724 54
1719 524 97
1720 1509 92
1720 329 57
1720 3590 4
1721 1187 38
1721 4309 73
1721 3258 97
1722 3501 7
1722 278 71
1722 4533 39
1723 3321 77
1723 4492 79
1723 3800 92
1724 2994 50
1724 916 29
1724 2356 59
1725 2834 57
1725 4862 41
1725 407 64
1726 2775 28
1726 77 56
1726 4570 80
1727 3158 51
1727 2330 24
1727 4324 49
1728 1218 74
1728 2666 35
1728 1072 56
1729 1582 49
1729 3767 39
1729 1293 60
1730 4437 43
1730 2970 65
1730 1834 86
1731 1719 82
1731 579 49
1731 78 34
1732 4412 62
1732 466 47
1732 209 87
1733 4737 37
1733 1390 9
1733 2759 55
1734 2553 2
1734 1893 10
1734 1916 8
1735 4493 51
1735 176 2
1735 2869 24
1736 1078 12
1736 1307 55
1736 312 73
1737 2738 43
1737 2921 47
1737 335 63
1738 4953 31
1738 480 19
1738 1610 43
1739 4726 49
1739 641 71
1739 2530 44
1740 1437 93
1740 3514 66
1740 774 71
1741 2012 85
1741 2729 80
1741 523 24
1742 338 71
1742 2847 78
1742 3249 60
1743 4002 48
1743 2867 100
1743 1100 84
1744 3786 96
1744 1499 32
1744 4336 59
1745 3217 67
1745 3160 60
1745 2020 88
1746 180 81
1746 3302 87
1746 3028 92
1747 229 83
1747 4727 93
1747 1351 24
1748 3951 29
1748 827 44
1748 3595 81
1749 1345 84
1749 646 96
1749 4688 74
1750 3628 63
1750 1340 80
1750 4823 32
1751 1311 80
1751 4830 8
1751 4713 13
1752 259 69
1752 610 92
1752 4380 33
1753 1495 55
1753 396 88
1753 2758 84
1754 4926 66
1754 1085 55
1754 194 53
1755 2096 42
1755 1759 48
1755 4977 30
1756 1893 40
1756 2274 9
1756 826 42
1757 370 94
1757 945 21
1757 3934 78
1758 3682 69
1758 1164 48
1758 2956 61
1759 3504 63
1759 4281 62
1759 1591 17
1760 1710 44
1760 127 83
1760 616 6
1761 1565 45
1761 356 73
1761 573 77
1762 1680 91
1762 406 2
1762 3024 20
1763 3042 63
1763 1357 1
1763 4908 95
1764 831 8
1764 4142 51
1764 439 64
1765 2047 67
1765 3208 83
1765 4014 11
1766 424 17
1766 4135 60
1766 3901 54
1767 1683 8
1767 1778 75
1767 2318 51
1768 3504 58
1768 3755 58
1768 4318 93
1769 2721 41
1769 1763 58
1769 4390 55
1770 3303 73
1770 1208 64
1770 2605 33
1771 841 27
1771 1557 93
1771 3341 41
1772 2212 46
1772 4823 76
1772 1315 1
1773 2458 9
1773 3914 33
1773 1050 11
1774 3937 78
1774 1424 65
1774 3732 11
1775 3751 64
1775 1810 58
1775 671 59
1776 4021 16
1776 553 13
1776 2816 27
1777 430 88
1777 244 12
1777 1953 64
1778 3972 18
1778 4457 1
1778 3973 91
1779 4765 40
1779 1109 8
1779 3961 82
1780 4163 38
1780 4199 65
1780 3865 55
1781 1575 89
1781 2876 53
1781 4765 1
1782 2415 99
1782 1662 26
1782 3461 56
1783 3455 21
1783 4160 3
1783 1360 4
1784 72 26
1784 1334 14
1784 4802 96
1785 4432 56
1785 4885 65
1785 1436 70
1786 2881 27
1786 3125 19
1786 385 61
1787 1546 64
1787 723 93
1787 2070 46
1788 3282 79
1788 4780 13
1788 384 49
1789 4867 84
1789 3326 27
1789 3887 62
1790 1894 72
1790 1661 36
1790 796 9
1791 2402 71
1791 226 68
1791 4603 1
1792 57 98
1792 998 57
1792 4833 98
1793 1544 2
1793 2845 97
1793 2845 2
1794 1328 23
1794 1052 79
1794 2035 93
1795 2086 32
1795 3589 63
1795 2416 27
1796 3006 65
1796 3726 52
1796 542 93
1797 3665 98
1797 903 22
1797 559 1
1798 728 80
1798 4228 64
1798 4252 34
1799 2749 29
1799 1536 18
1799 930 78
1800 2169 5
1800 3221 38
1800 4414 25
1801 885 44
1801 569 7
1801 4689 63
1802 334 30
1802 798 89
1802 4434 35
1803 3668 60
1803 1837 89
1803 1310 90
1804 676 96
1804 4629 83
1804 2719 96
1805 3474 10
1805 187 77
1805 3737 18
1806 1154 35
1806 3693 93
1806 2738 34
1807 2360 24
1807 1127 20
1807 740 82
1808 218 50
1808 989 99
1808 3887 3
1809 4377 2
1809 4374 17
1809 3870 56
1810 2282 5
1810 4059 74
1810 1817 9
1811 4339 65
1811 2323 37
1811 3430 80
1812 4900 12
1812 1649 80
1812 1961 82
1813 3664 22
1813 1228 89
1813 4459 51
1814 2812 59
1814 2008 12
1814 4885 100
1815 2887 47
1815 1798 100
1815 3854 4
1816 3341 85
1816 265 14
1816 2613 35
1817 3551 49
1817 674 23
1817 3748 64
1818 502 29
1818 3543 44
1818 2482 57
1819 92 21
1819 4926 72
1819 3454 2
1820 4975 45
1820 711 68
1820 1990 87
1821 2112 75
1821 4207 22
1821 4295 81
1822 161 7
1822 1114 12
1822 2419 22
1823 2507 68
1823 2848 92
1823 1157 99
1824 4866 18
1824 4237 68
1824 1032 66
1825 709 84
1825 4666 6
1825 4993 89
1826 3393 91
1826 907 4
1826 2482 21
1827 3021 46
1827 2907 52
1827 4906 12
1828 1466 68
1828 2253 9
1828 514 10
1829 2035 62
1829 1315 100
1829 1120 80
1830 2850 33
1830 4350 18
1830 750 12
1831 4560 4
1831 345 98
1831 1448 82
1832 2337 16
1832 3466 94
1832 4103 1
1833 2700 6
1833 1734 89
1833 4674 7
1834 3966 41
1834 179 57
1834 4930 31
1835 3832 26
1835 2093 61
1835 0 93
1836 4100 60
1836 2574 89
1836 3326 50
1837 2203 12
1837 2742 76
1837 1327 79
1838 3176 96
1838 1365 100
1838 602 28
1839 3919 5
1839 3115 71
1839 757 87
1840 3405 72
1840 3127 28
1840 4561 49
1841 3998 67
1841 4243 74
1841 3406 4
1842 4459 38
1842 4860 40
1842 4481 80
1843 409 9
1843 2158 33
1843 3537 60
1844 1719 44
1844 2700 56
1844 1981 31
1845 676 62
1845 2215 58
1845 998 15
1846 1279 76
1846 1615 21
1846 995 67
1847 2654 12
1847 3585 51
1847 1642 78
1848 2866 1
1848 2417 74
1848 156 55
1849 1418 10
1849 4747 38
1849 3188 23
1850 3285 27
1850 2434 67
1850 2073 99
1851 2892 98
1851 3361 32
1851 35 81
1852 1253 83
1852 4077 89
1852 3933 7
1853 1187 94
1853 3560 83
1853 4447 94
1854 639 94
1854 1069 65
1854 4770 98
1855 4806 46
1855 1331 41
1855 3803 50
1856 4167 62
1856 2332 71
1856 375 62
1857 120 95
1857 2164 63
1857 2342 74
1858 678 15
1858 3405 23
1858 3703 19
1859 707 9
1859 979 1
1859 3418 79
1860 3349 7
1860 3582 24
1860 2751 66
1861 3726 91
1861 1391 83
1861 3634 41
1862 1756 16
1862 2441 78
1862 1379 50
1863 1898 30
1863 2285 61
1863 2479 88
1864 3090 41
1864 1792 100
1864 254 37
1865 2795 58
1865 3207 63
1865 56 39
1866 3664 75
1866 1659 55
1866 4623 64
1867 3706 62
1867 389 53
1867 4894 67
1868 3217 30
1868 3553 84
1868 3393 8
1869 227 3
1869 4514 96
1869 4958 12
1870 1982 78
1870 3109 88
1870 3061 48
1871 2313 96
1871 1332 85
1871 4554 88
1872 2377 46
1872 3714 91
1872 149 55
1873 4481 41
1873 742 36
1873 2072 39
1874 1217 86
1874 903 44
1874 1452 35
1875 797 5
1875 3936 89
1875 3435 75
1876 3956 49
1876 510 43
1876 974 60
1877 1639 51
1877 2561 81
1877 3186 59
1878 809 23
1878 2303 99
1878 925 74
1879 4471 74
1879 1567 73
1879 4148 97
1880 3685 37
1880 3529 34
1880 4086 60
1881 771 11
1881 3653 28
1881 1722 89
1882 1763 58
1882 2686 63
1882 2535 64
1883 1696 16
1883 139 48
1883 4456 86
1884 4974 73
1884 1167 57
1884 852 58
1885 2751 95
1885 1960 84
1885 1893 94
1886 35 38
1886 2152 96
1886 2625 13
1887 490 31
1887 2019 8
1887 14 76
1888 3566 100
1888 3228 19
1888 2395 63
1889 494 2
1889 3803 79
1889 669 97
1890 278 81
1890 4094 53
1890 508 48
1891 2325 84
1891 1742 41
1891 4765 14
1892 4149 85
1892 3603 37
1892 3331 5
1893 4206 92
1893 1538 52
1893 1538 40
1894 703 40
1894 980 76
1894 1392 68
1895 3557 62
1895 1451 81
1895 3609 25
1896 1416 31
1896 2213 40
1896 4863 29
1897 4520 51
1897 4250 61
1897 371 23
1898 2423 73
1898 1226 72
1898 4358 7
1899 3634 14
1899 1175 23
1899 2826 76
1900 861 27
1900 1744 19
1900 326 5
1901 4159 4
1901 350 19
1901 3301 3
1902 1891 7
1902 4971 83
1902 26 7
1903 4324 56
1903 3468 64
1903 4595 87
1904 2305 42
1904 1346 25
1904 2982 49
1905 2252 84
1905 2697 67
1905 4373 96
1906 1830 8
1906 2886 57
1906 438 98
1907 3124 94
1907 2027 51
1907 3612 45
1908 4620 30
1908 3035 14
1908 3393 43
1909 4061 34
1909 1484 73
1909 3103 41
1910 2734 37
1910 346 14
1910 4696 91
1911 2532 62
1911 166 48
1911 1972 69
1912 746 58
1912 4351 71
1912 3461 5
1913 3393 64
1913 1116 74
1913 555 100
1914 4440 55
1914 3195 81
1914 1731 19
1915 3053 45
1915 4359 58
1915 2002 44
1916 1813 97
1916 414 22
1916 27 53
1917 4706 60
1917 1574 75
1917 3654 23
1918 3962 66
1918 1373 68
1918 4229 48
1919 3349 72
1919 2068 19
1919 4699 12
1920 3298 63
1920 3762 69
1920 3574 44
1921 390 78
1921 469 91
1921 2202 22
1922 4043 64
1922 4330 45
1922 905 85
1923 1008 48
