4096 24576
2245 3519 7
2245 2829 3
2245 3433 4
2245 1189 8
2245 2520 9
2245 699 10
2246 2471 1
2246 1493 5
2246 3088 5
2246 672 9
2246 2447 10
2246 2021 10
2247 3618 1
2247 427 8
2247 1215 8
2247 1756 1
2247 1354 8
2248 1478 4
2248 991 3
2248 586 10
2248 3611 2
2248 2232 7
2248 3246 3
2248 3589 5
2249 2253 1
2249 1119 3
2249 781 1
2250 2485 6
2250 2108 7
2250 3947 10
2250 2229 6
2250 868 1
2250 2127 8
2251 2896 3
2251 920 7
2251 4081 4
2251 3772 5
2251 568 6
2252 1216 3
2252 3173 4
2252 1450 3
2252 4033 1
2253 2249 1
2253 3957 10
2253 3035 1
2253 1729 1
2253 3325 5
2253 1007 10
2253 2506 3
2253 3994 2
2254 823 5
2254 3192 6
2255 86 3
2255 386 3
2255 4008 1
2255 2620 4
2256 1866 2
2256 3206 3
2256 3073 10
2256 825 1
2256 35 8
2257 2494 7
2257 1293 10
2257 3960 2
2258 1139 4
2258 2794 1
2258 33 6
2258 115 4
2258 957 5
2259 293 3
2259 2879 8
2259 309 6
2259 2931 1
2259 2406 4
2260 97 8
2260 2860 8
2260 1381 1
2260 3990 5
2260 1016 4
2261 1753 3
2261 871 4
2261 3896 7
2262 930 5
2262 1331 10
2262 223 3
2262 1192 9
2263 1507 4
2263 3316 9
2263 2379 4
2263 803 1
2263 1127 3
2263 2200 9
2263 1403 2
2264 3959 9
2264 926 6
2264 1050 1
2264 3988 7
2265 245 3
2265 3801 7
2265 2001 9
2265 516 6
2266 1583 8
2266 3727 7
2266 1131 5
2266 722 1
2266 181 6
2266 3062 2
2266 2831 9
2266 75 3
2267 1255 4
2267 2148 5
2267 573 9
2267 1622 1
2267 3778 8
2267 765 8
2267 1693 4
2267 758 4
2267 2215 9
2268 2774 2
2268 2932 1
2268 1038 10
2268 992 9
2268 1914 2
2268 1493 7
2269 713 10
2269 1508 6
2269 3977 8
2269 3845 8
2269 895 10
2269 2137 3
2269 1989 6
2270 3691 7
2271 1555 4
2271 2778 4
2271 1204 3
2271 2078 8
2271 2235 9
2271 956 5
2271 3698 10
2271 1343 8
2271 3365 5
2272 644 10
2272 4054 8
2272 2758 8
2272 1965 6
2272 857 6
2272 1702 9
2272 2673 2
2272 1519 8
2272 1494 4
2273 747 3
2273 631 1
2273 2729 9
2273 859 7
2273 1461 7
2273 3917 1
2273 2298 10
2273 3868 4
2273 1318 10
2273 2140 5
2274 2033 7
2274 1176 8
2274 2504 1
2274 2810 4
2275 2413 8
2275 1947 7
2275 3616 10
2276 2610 4
2276 738 2
2276 3708 8
2276 1749 5
2276 807 1
2276 412 6
2276 562 4
2276 1296 2
2276 666 1
2277 3297 10
2277 3071 1
2277 3072 10
2277 1305 7
2277 492 9
2277 88 10
2277 253 10
2277 2293 7
2278 3578 9
2278 3010 3
2278 1103 6
2278 806 2
2278 1956 8
2279 1767 7
2279 3676 9
2279 3808 10
2279 1456 10
2279 1549 1
2279 3459 6
2279 2544 6
2280 3331 5
2280 3148 4
2280 3730 1
2280 1873 2
2281 3367 2
2281 14 4
2281 1136 7
2281 3946 9
2281 1644 3
2281 2633 6
2281 4002 3
2281 930 3
2281 4034 7
2281 3655 4
2281 2217 10
2281 1375 8
2282 848 8
2282 2156 9
2283 1357 10
2283 2487 10
2283 818 7
2284 2854 5
2284 338 2
2284 1786 7
2284 48 10
2284 952 6
2285 478 2
2285 4026 5
2285 2973 1
2285 2365 10
2285 1676 3
2286 101 9
2286 3287 10
2286 3129 1
2286 50 6
2286 2367 5
2286 329 7
2286 2130 1
2286 3216 8
2286 2411 9
2286 718 9
2287 119 9
2287 1261 2
2287 2742 4
2287 2537 7
2288 2015 3
2288 568 9
2288 1695 1
2288 1033 4
2289 1387 1
2289 377 2
2289 769 9
2289 3557 7
2289 3682 4
2289 2298 10
2289 2092 8
2290 2861 9
2290 4058 9
2290 3866 8
2290 2392 5
2290 730 5
2291 1367 4
2291 1270 6
2291 1394 4
2291 1280 7
2292 3716 9
2292 3628 2
2292 3724 3
2292 2152 5
2292 3150 7
2292 1816 4
2292 3361 7
2292 3881 2
2292 2687 3
2293 1196 8
2293 520 1
2293 1285 5
2293 122 3
2293 1325 8
2293 2277 7
2293 1756 2
2294 1950 4
2294 943 5
2294 3063 9
2294 3271 5
2294 667 1
2295 1585 4
2295 1869 6
2295 3748 1
2295 1021 4
2296 2974 2
2296 3761 4
2296 2004 6
2296 2236 7
2296 103 4
2296 3308 3
2296 3345 7
2296 1268 9
2297 3402 9
2297 2054 5
2297 3611 7
2297 1457 8
2297 2644 5
2297 3963 1
2297 460 1
2297 4003 5
2298 1750 4
2298 772 8
2298 148 2
2298 543 9
2298 3123 5
2298 1880 10
2298 2289 10
2298 3171 10
2298 2273 10
2299 3375 3
2299 2209 6
2299 2851 2
2299 1316 3
2299 3785 6
2299 3668 8
2299 678 4
2300 3604 7
2300 3133 10
2300 1967 5
2300 254 6
2300 2175 9
2300 2619 10
2300 3425 8
2301 1921 2
2301 1895 7
2301 2781 7
2301 747 5
2301 3027 8
2301 1582 10
2302 2156 2
2302 1705 2
2302 142 10
2302 2922 9
2302 87 9
2302 2535 6
2303 2624 3
2303 2596 3
2303 3152 3
2303 1758 1
2303 1642 5
2303 1274 5
2303 2318 3
2304 2609 9
2304 1795 10
2304 993 8
2304 839 7
2304 700 10
2304 2971 2
2304 3278 1
2304 3266 1
2304 2900 4
2304 1841 5
2304 2338 4
2305 2353 7
2305 2718 8
2305 2117 4
2305 955 7
2305 1663 2
2305 2930 8
2305 1405 8
2306 1751 1
2306 1847 5
2306 2888 5
2306 619 2
2306 1495 10
2306 1827 3
2307 2583 4
2307 4059 2
2307 2441 10
2307 471 8
2307 3001 5
2308 489 6
2308 2922 8
2308 3143 1
2308 1190 9
2308 235 1
2308 3849 8
2309 1391 9
2309 2917 8
2309 3836 9
2309 3760 3
2309 878 4
2309 1067 9
2309 3887 7
2310 2617 9
2310 2885 6
2310 1647 5
2310 776 9
2310 1986 9
2310 2081 1
2310 3772 4
2310 2516 3
2310 2760 10
2310 65 9
2311 942 2
2311 223 9
2311 3817 9
2311 977 7
2312 1654 5
2312 2963 7
2312 2599 7
2313 1756 8
2313 1715 10
2313 947 2
2313 1532 6
2314 65 6
2314 3133 10
2314 583 4
2314 2094 4
2315 724 9
2315 2191 10
2315 1467 10
2315 3013 9
2315 1477 3
2315 382 9
2316 1461 1
2316 3658 7
2316 2626 9
2316 3200 1
2316 3371 6
2316 4079 5
2317 3058 3
2317 605 6
2317 2811 7
2317 3553 1
2317 1942 7
2317 3466 4
2317 940 7
2317 660 8
2318 2888 5
2318 3090 6
2318 1810 2
2318 2963 1
2318 3239 7
2318 2303 3
2318 1670 10
2318 496 7
2318 211 3
2318 1320 5
2319 3672 10
2319 2720 2
2319 3976 4
2319 1718 7
2319 3166 5
2319 3829 1
2319 215 6
2319 2918 9
2319 472 10
2320 2736 2
2320 794 1
2320 2494 1
2320 1493 3
2320 261 6
2320 1956 3
2321 146 6
2321 928 9
2322 3493 10
2322 2533 8
2322 1941 9
2322 2098 1
2323 4090 2
2323 1157 5
2323 3283 5
2323 2744 1
2323 1239 9
2323 3837 2
2324 1011 2
2324 1635 5
2324 30 9
2324 1449 5
2324 3137 2
2324 3188 8
2324 3621 6
2324 1270 9
2324 148 9
2324 1486 8
2325 3255 1
2325 1833 8
2325 3170 5
2325 1359 3
2325 3614 6
2325 926 8
2325 3692 6
2325 174 8
2326 3870 8
2326 3559 9
2326 1444 3
2326 1781 8
2327 994 2
2327 839 3
2327 1880 6
2327 3972 4
2327 1959 4
2327 1299 7
2327 3647 2
2327 2337 1
2327 1985 4
2327 1648 7
2327 705 1
2327 1994 6
2328 1005 5
2328 811 1
2328 3310 7
2328 464 5
2328 424 6
2328 385 10
2329 653 5
2329 1669 3
2329 3109 4
2329 875 8
2329 1144 2
2330 954 10
2330 1703 5
2330 327 1
2330 3600 8
2330 3006 1
2330 519 6
2331 1298 8
2331 3093 5
2331 1932 3
2331 1953 7
2331 10 6
2332 3606 1
2332 2383 3
2332 2947 9
2333 3537 3
2333 2803 7
2333 2514 4
2333 775 5
2333 3214 4
2333 1961 8
2333 366 3
2334 1582 9
2334 1287 6
2334 2457 3
2334 1072 2
2334 2354 4
2334 2110 3
2334 1718 8
2335 1585 6
2335 3362 7
2335 875 1
2335 114 3
2335 179 6
2335 174 4
2335 1479 3
2335 2347 7
2335 1574 6
2335 131 8
2336 2819 1
2336 4066 6
2336 554 5
2337 3660 1
2337 3713 8
2337 1722 4
2337 2032 7
2337 4040 4
2337 2327 1
2338 3218 9
2338 2304 4
2338 1208 2
2338 1272 7
2338 3973 2
2338 2546 8
2339 1244 7
2339 167 10
2340 1252 9
2340 4012 8
2340 1738 4
2341 3182 2
2341 3331 7
2341 1971 5
2341 2011 2
2341 60 7
2342 2230 6
2342 311 9
2342 3097 3
2342 3544 1
2342 396 1
2342 1450 5
2343 1281 9
2343 3761 1
2343 1315 8
2343 775 8
2344 3120 7
2344 683 1
2344 2369 7
2344 245 4
2344 40 1
2344 3887 5
2344 648 6
2345 3911 8
2345 1811 9
2345 2978 10
2345 2214 6
2345 1200 3
2345 662 10
2345 3517 5
2345 1484 9
2345 2694 1
2346 1649 4
2347 3097 1
2347 3759 7
2347 3353 7
2347 2757 5
2347 2043 8
2347 2335 7
2348 2178 8
2348 266 5
2348 2378 3
2348 3650 3
2348 3902 10
2349 3780 2
2349 442 3
2349 1348 5
2349 3576 4
2350 3674 1
2350 5 6
2350 2134 10
2350 525 1
2350 2398 8
2350 667 6
2350 1302 3
2351 2670 4
2351 3730 7
2351 3069 1
2351 1588 8
2351 2017 3
2351 3600 5
2351 847 1
2351 1333 5
2351 167 7
2352 1901 7
2352 3950 6
2353 1703 2
2353 2472 10
2353 2305 7
2353 3644 10
2353 838 9
2353 3468 2
2353 1665 7
2353 1863 2
2353 2069 10
2353 803 1
2353 2941 10
2353 3930 6
2353 1134 3
2353 112 4
2354 1901 7
2354 2829 9
2354 4032 2
2354 3564 7
2354 2334 4
2354 860 3
2354 549 1
2355 1721 5
2355 2537 1
2355 2876 7
2355 93 1
2356 2836 5
2356 2078 3
2356 70 5
2356 722 3
2356 623 1
2356 3732 8
2356 2760 8
2357 3092 8
2357 3557 5
2357 1105 7
2357 2407 1
2357 2697 7
2357 3798 6
2357 1644 9
2357 1985 8
2358 3751 6
2358 3006 3
2358 28 9
2359 2503 3
2359 3489 10
2359 14 5
2359 2102 7
2359 2773 7
2360 835 5
2360 858 7
2360 3046 6
2360 2470 7
2360 2434 4
2360 784 8
2360 2623 8
2361 1409 9
2361 1491 6
2361 1584 4
2361 477 7
2361 3550 2
2361 3638 7
2361 3988 7
2361 970 8
2361 1608 4
2361 2364 3
2361 2241 4
2362 3477 3
2362 3306 1
2362 1007 9
2362 3152 7
2362 1584 1
2362 1692 1
2363 3136 7
2363 1298 9
2363 1255 1
2363 1786 3
2363 300 7
2363 3535 9
2363 910 8
2363 3595 3
2364 826 1
2364 2153 8
2364 556 6
2364 1466 8
2364 2361 3
2365 3294 7
2365 1322 2
2365 2067 8
2365 252 9
2365 1180 7
2365 2591 9
2365 1597 7
2365 2285 10
2366 1746 10
2366 1650 7
2366 549 2
2366 626 8
2366 3492 6
2366 331 5
2367 2286 5
2367 3405 7
2367 2605 10
2367 3475 7
2367 4 10
2368 2768 8
2368 1310 6
2368 1797 3
2368 589 3
2368 1515 5
2369 3233 9
2369 2344 7
2370 2541 2
2370 1787 7
2370 4045 7
2370 2420 1
2371 1966 4
2371 1472 2
2371 1069 1
2372 1283 7
2372 858 7
2372 596 4
2372 976 10
2373 1710 7
2373 333 1
2373 1013 7
2373 4034 1
2373 539 7
2374 4080 5
2374 3437 8
2374 2147 2
2374 159 6
2374 2971 3
2375 2139 9
2375 1591 8
2375 53 6
2375 2390 5
2375 1148 4
2376 2909 2
2376 1482 3
2376 3832 4
2377 525 2
2377 2189 3
2377 2575 4
2377 1690 7
2377 3861 10
2377 3784 7
2377 1114 4
2377 2781 2
2377 1732 8
2378 128 6
2378 1399 2
2378 3284 2
2378 2348 3
2378 3542 9
2378 1330 9
2378 1386 4
2379 1547 7
2379 2263 4
2379 1135 6
2379 1884 1
2380 3998 5
2380 1497 7
2380 2167 3
2380 368 1
2380 2138 3
2380 4037 5
2381 2597 9
2381 2724 3
2381 2630 4
2381 1723 1
2381 1748 8
2381 2450 2
2382 3249 4
2382 1424 1
2382 3584 8
2383 4089 8
2383 2332 3
2384 2750 2
2384 1749 4
2384 3349 2
2384 1757 2
2384 519 5
2384 638 10
2384 294 7
2384 368 3
2385 3166 8
2385 1629 3
2385 1503 10
2385 3487 6
2385 2064 8
2385 3065 8
2386 745 5
2386 291 7
2386 3601 6
2386 1104 1
2386 3720 10
2386 2689 8
2387 639 9
2387 637 10
2388 3459 6
2388 684 5
2388 157 1
2388 2870 2
2388 3527 10
2388 2917 4
2388 808 8
2389 3481 3
2389 3827 7
2389 2632 10
2389 1721 7
2389 3048 8
2389 680 1
2390 80 8
2390 439 2
2390 2997 9
2390 2375 5
2390 3000 7
2391 23 3
2391 1671 6
2391 1170 5
2391 2412 4
2391 1315 3
2391 1559 5
2391 3466 3
2391 128 9
2391 2235 4
2392 1234 8
2392 130 7
2392 2290 5
2393 1172 3
2393 988 4
2393 3293 6
2393 3955 5
2393 3742 2
2393 3341 5
2394 1981 3
2394 3863 1
2394 1455 5
2394 3057 2
2394 2747 2
2394 894 10
2394 506 9
2395 3800 3
2395 3837 1
2396 3078 5
2396 1080 2
2396 2605 8
2396 2867 3
2396 2190 8
2396 3406 10
2396 1964 3
2397 1570 3
2397 3135 6
2397 273 2
2397 3114 8
2397 556 9
2397 3506 8
2398 3403 4
2398 1560 3
2398 1661 2
2398 2350 8
2398 401 2
2398 800 10
2398 3005 1
2398 3493 1
2399 1726 2
2399 3423 10
2399 2471 7
2399 2887 5
2399 3444 8
2399 3666 6
2400 315 5
2400 1658 6
2400 1531 8
2400 1046 8
2400 3627 6
2400 3978 7
2401 3622 4
2401 1222 3
2402 2234 8
2402 2044 3
2402 178 2
2403 783 10
2403 1162 4
2403 3791 1
2403 2718 2
2404 3112 9
2404 2532 1
2404 1030 5
2404 1084 6
2404 805 10
2405 4067 2
2405 2768 2
2405 1309 5
2406 3937 1
2406 3020 3
2406 3393 5
2406 2259 4
2406 2650 2
2406 2210 7
2407 3125 1
2407 2915 6
2407 2796 9
2407 2357 1
2407 2228 7
2407 3486 3
2407 1937 6
2408 2562 7
2408 2534 5
2408 3545 9
2408 390 8
2409 695 7
2409 320 10
2409 2230 7
2409 764 4
2410 1925 6
2410 2854 7
2410 1803 7
2410 2432 5
2410 44 6
2411 763 9
2411 1233 9
2411 3689 4
2411 2286 9
2412 1247 3
2412 2391 4
2412 3349 6
2412 541 3
2412 3030 5
2412 2707 9
2412 2244 5
2412 2029 7
2412 3454 3
2412 1038 6
2412 2677 7
2413 3681 6
2413 2450 6
2413 2275 8
2413 1788 6
2413 3029 6
2413 2 3
2413 3667 1
2413 2126 5
2414 310 9
2414 1042 9
2414 4090 8
2414 3951 6
2414 3556 6
2415 3841 8
2415 3691 7
2415 1078 4
2415 1289 9
2415 2909 2
2416 2206 4
2416 3091 1
2416 1624 9
2416 1681 4
2416 437 8
2416 3112 9
2416 2679 9
2416 921 7
2417 1320 7
2417 2201 8
2417 425 7
2418 2930 2
2418 67 6
2418 1225 9
2418 933 5
2418 3952 5
2419 3123 1
2419 615 7
2419 3958 7
2419 1579 4
2419 3453 6
2420 944 7
2420 1351 1
2420 537 3
2420 1799 4
2420 2370 1
2420 2540 7
2420 1640 9
2420 3705 3
2420 1689 1
2420 302 3
2420 255 9
2420 613 2
2420 2241 9
2420 465 2
2420 1907 7
2421 251 1
2421 3398 6
2421 3306 7
2421 2646 9
2421 3697 7
2421 2996 10
2422 1177 6
2422 2513 5
2422 573 2
2422 383 9
2422 1723 6
2422 2759 2
2422 1603 1
2423 1701 10
2423 1969 2
2423 3900 2
2423 2828 4
2423 696 7
2424 2191 10
2424 3280 7
2424 3241 6
2424 1950 9
2424 0 1
2425 3352 5
2425 3994 8
2426 2041 4
2426 1157 10
2426 1108 1
2427 1533 5
2427 3628 6
2428 402 6
2428 377 6
2428 3321 4
2428 1876 7
2428 2851 8
2428 2439 8
2428 2134 5
2428 1246 1
2428 2580 1
2429 254 3
2429 276 9
2429 1739 1
2429 2001 8
2429 1303 8
2429 3666 3
2429 43 5
2429 350 9
2429 1619 1
2430 2449 3
2430 3991 4
2430 3133 4
2430 2754 2
2430 2808 2
2430 1103 7
2431 1933 1
2431 66 8
2431 3431 3
2431 1685 4
2432 781 10
2432 615 5
2432 1513 5
2432 230 1
2432 395 4
2432 2410 5
2432 3608 6
2432 2031 6
2432 3742 3
2432 868 2
2432 1367 6
2433 3929 6
2433 714 1
2433 1885 7
2433 3334 5
2433 334 5
2433 1331 4
2434 3245 5
2434 2617 1
2434 2360 4
2434 692 6
2434 2537 1
2434 2088 2
2434 2656 9
2435 607 2
2435 2924 1
2435 2619 6
2435 3043 4
2435 278 6
2436 1781 2
2436 1913 5
2437 1933 5
2437 2976 8
2437 3063 6
2438 1946 6
2438 608 6
2438 1187 7
2438 4070 8
2438 199 4
2438 1766 8
2438 455 6
2438 2961 1
2439 581 8
2439 2428 8
2439 3609 7
2440 3068 5
2440 3723 10
2440 3046 9
2440 227 7
2440 523 2
2441 1078 4
2441 2307 10
2441 513 8
2441 3658 1
2441 2901 4
2442 34 8
2442 2467 1
2442 2915 8
2442 3072 7
2442 3147 10
2442 1228 8
2443 1023 7
2443 2446 4
2444 1128 5
2444 398 3
2444 4016 5
2444 305 5
2445 274 2
2445 1020 5
2445 1036 4
2446 3663 10
2446 3575 10
2446 1579 2
2446 1479 6
2446 3604 2
2446 2575 3
2446 716 4
2446 2443 4
2446 1533 5
2447 3364 8
2447 66 2
2447 2500 3
2447 3487 9
2447 2246 10
2448 150 7
2448 4006 9
2449 4040 4
2449 2430 3
2449 4087 9
2449 1824 4
2449 11 4
2449 3395 6
2449 1865 7
2449 2906 6
2449 1713 5
2449 3445 1
2449 3127 5
2449 2756 6
2450 2413 6
2450 340 1
2450 3958 4
2450 2097 10
2450 428 5
2450 2381 2
2450 1517 10
2451 1242 10
2451 1686 6
2451 1966 1
2451 3688 3
2452 2135 7
2452 2223 10
2452 1379 8
2452 3244 3
2452 3215 7
2452 3005 4
2452 790 1
2452 1388 7
2453 391 7
2453 2936 9
2453 1950 7
2453 1586 3
2454 210 1
2454 1433 1
2454 3135 8
2454 1670 1
2454 1243 3
2454 1335 5
2454 163 6
2454 1191 5
2454 3350 7
2455 213 6
2455 4045 9
2455 3476 10
2455 462 9
2455 3248 4
2456 3436 3
2456 1127 6
2456 1658 5
2456 1347 4
2456 2932 5
2456 2007 10
2457 1002 6
2457 1304 3
2457 2334 3
2457 192 2
2457 1257 9
2457 2227 1
2457 3308 1
2457 2814 3
2457 305 3
2458 4038 7
2458 2605 8
2458 209 7
2459 1887 7
2459 3522 1
2459 2492 4
2459 3894 7
2459 3459 6
2459 3142 10
2459 3991 1
2459 3256 3
2459 220 2
2460 1541 3
2460 2844 3
2460 3940 1
2460 3425 6
2461 1313 4
2461 2499 5
2461 3559 9
2461 343 2
2461 3789 5
2462 3440 10
2462 708 10
2462 1613 5
2462 4054 10
2462 729 10
2463 2120 4
2463 1730 6
2464 2600 10
2464 786 1
2464 3192 9
2464 3450 4
2464 2610 6
2465 1284 6
2465 37 5
2465 2563 4
2465 2821 6
2466 2018 1
2466 1970 4
2466 3072 10
2466 1158 6
2466 904 10
2466 936 4
2466 1861 1
2466 1580 8
2466 2758 6
2466 1760 2
2466 1345 8
2467 2884 1
2467 2442 1
2467 3824 6
2467 323 3
2467 3813 10
2467 3198 2
2467 3754 10
2468 3437 6
2468 3739 5
2468 3834 8
2468 2605 10
2468 2936 2
2468 1880 5
2468 3439 3
2469 2012 2
2469 2602 9
2469 2743 6
2469 1670 7
2469 1107 9
2469 577 8
2469 1446 6
2469 1641 8
2469 4044 8
2469 1785 10
2469 4063 3
2469 963 3
2470 2360 7
2470 2143 4
2470 631 5
2470 2770 8
2471 2246 1
2471 2591 7
2471 1715 7
2471 2399 7
2471 865 3
2471 248 10
2471 2736 4
2471 3382 2
2472 2004 10
2472 2353 10
2472 3988 7
2472 461 4
2472 3776 6
2472 3037 8
2472 3479 2
2472 2953 9
2473 431 5
2473 3361 9
2473 2087 6
2473 829 5
2473 1176 5
2474 1509 1
2474 64 9
2474 1950 6
2474 70 5
2475 2499 10
2475 1530 9
2475 3704 8
2475 2965 1
2476 1674 5
2476 541 6
2476 2724 1
2476 614 1
2476 2173 9
2476 528 9
2477 750 5
2477 2849 5
2477 4054 6
2477 2821 7
2477 2071 3
2477 3121 9
2477 3567 1
2477 2906 5
2478 2923 9
2478 854 6
2478 3856 3
2478 782 4
2478 531 3
2478 36 10
2478 1231 4
2478 1810 3
2478 3397 8
2479 3603 2
2479 3463 4
2479 1604 1
2479 3527 9
2480 3197 3
2480 1486 10
2480 2829 5
2480 4009 1
2481 1532 7
2481 1175 9
2481 2229 4
2481 758 10
2481 1525 6
2481 3036 3
2482 1694 3
2482 999 1
2482 1823 4
2483 913 8
2483 3362 6
2483 2952 9
2483 3089 7
2483 753 10
2483 2687 7
2484 1754 7
2484 1881 1
2484 1237 6
2484 3456 10
2484 3011 4
2484 3430 6
2484 31 6
2484 951 9
2484 3084 8
2485 2250 6
2485 448 6
2485 3423 4
2485 2852 5
2485 2908 9
2485 4023 3
2485 3381 8
2486 4050 7
2486 747 3
2486 749 6
2486 1208 9
2486 2120 4
2486 2983 2
2486 446 4
2486 262 9
2487 2805 5
2487 857 8
2487 2171 4
2487 1242 8
2487 3981 7
2487 2653 6
2487 2283 10
2488 1543 10
2488 23 1
2488 1594 5
2488 4005 5
2488 1599 5
2488 2883 3
2489 3549 2
2489 460 5
2489 1017 2
2489 2773 8
2489 1935 1
2489 2083 8
2490 125 6
2490 1009 7
2490 2563 1
2490 254 1
2490 2960 10
2491 2676 1
2491 1954 10
2491 3727 5
2491 1390 6
2491 2767 6
2491 1238 8
2492 1064 5
2492 3526 5
2492 3394 4
2492 2459 4
2492 3292 8
2492 557 4
2492 1915 2
2492 2885 4
2493 522 5
2493 1848 5
2493 2737 3
2493 3946 7
2493 1737 5
2494 2257 7
2494 3592 4
2494 2320 1
2495 3302 10
2495 3434 4
2495 3461 7
2495 3007 8
2495 2558 10
2495 1675 5
2495 2523 1
2496 723 7
2496 3009 5
2496 1337 3
2496 3338 7
2497 1106 5
2497 2530 5
2497 2830 4
2497 2189 4
2497 74 10
2497 3974 10
2497 802 6
2497 3327 9
2498 982 1
2498 3260 3
2498 1319 1
2498 1198 6
2498 658 2
2498 2103 5
2498 4028 8
2498 47 4
2499 3675 2
2499 3015 10
2499 2475 10
2499 2789 1
2499 3871 8
2499 4089 6
2499 2461 5
2500 63 1
2500 1527 8
2500 1007 8
2500 3740 6
2500 2447 3
2500 3136 4
2500 1291 2
2501 975 6
2501 114 8
2501 3956 1
2501 1561 2
2501 1581 5
2501 3008 1
2501 862 5
2502 3916 9
2502 2829 2
2502 3533 9
2502 859 5
2502 3800 5
2502 2568 3
2502 1853 3
2503 1491 9
2503 2359 3
2503 2750 2
2503 2781 10
2503 2605 9
2503 2696 4
2503 2885 10
2503 976 8
2504 205 5
2504 1297 9
2504 2274 1
2504 1614 8
2504 1070 1
2504 780 7
2505 2903 3
2505 2126 3
2505 2811 8
2505 2572 3
2505 403 4
2505 541 3
2506 3383 2
2506 596 3
2506 3481 3
2506 794 7
2506 2605 7
2506 2808 9
2506 2253 3
2506 57 5
2506 3523 9
2506 649 9
2507 305 3
2507 3719 2
2507 2525 9
2507 3789 4
2507 1490 2
2508 3408 1
2508 825 4
2508 1038 4
2508 752 6
2509 597 4
2509 631 8
2509 3349 5
2509 3790 6
2509 3775 6
2509 393 7
2509 871 3
2509 1862 10
2510 2850 7
2510 1909 4
2510 3082 7
2510 670 4
2510 191 7
2510 1737 3
2510 639 2
2511 4018 8
2511 1718 8
2511 311 7
2512 4081 7
2512 176 10
2512 92 9
2512 849 2
2512 3130 5
2512 1542 9
2513 2422 5
2513 3978 9
2513 2606 3
2513 2164 1
2513 2940 10
2513 1223 8
2513 1207 7
2514 2067 4
2514 1123 6
2514 1777 1
2514 1010 4
2514 2333 4
2515 3535 1
2515 1159 2
2515 3640 10
2515 3455 10
2515 870 3
2515 1666 10
2515 4002 4
2515 3374 7
2515 574 9
2516 794 10
2516 1852 1
2516 3033 9
2516 3344 7
2516 1505 9
2516 1418 7
2516 1254 2
2516 1426 6
2516 1210 5
2516 1344 7
2516 3439 2
2516 190 6
2516 2310 3
2517 3417 1
2517 3218 1
2517 3767 3
2517 2740 3
2517 3469 5
2517 1222 2
2518 2083 5
2518 1295 9
2518 380 1
2518 4024 2
2518 2008 7
2519 2146 8
2519 42 3
2519 742 5
2519 2040 3
2520 258 5
2520 3952 7
2520 2113 9
2520 2801 4
2520 2245 9
2521 2645 4
2521 406 10
2521 11 1
2521 3805 8
2521 4021 1
2521 3852 1
2522 4009 9
2522 1355 7
2522 681 2
2522 3999 1
2522 3860 7
2522 3918 2
2523 1491 1
2523 879 3
2523 79 8
2523 2761 1
2523 2495 1
2523 3212 9
2524 1934 8
2524 2688 6
2524 225 1
2524 3301 1
2524 3774 5
2524 1241 2
2524 1866 9
2524 1305 7
2524 802 6
2524 873 2
2525 1863 6
2525 181 9
2525 2133 10
2525 963 4
2525 2507 9
2525 3048 10
2525 10 4
2526 3178 8
2526 1307 6
2526 3644 6
2526 3295 4
2526 3342 1
2526 612 7
2526 1626 4
2526 3110 4
2526 1001 9
2527 3538 8
2527 3001 3
2527 1299 9
2527 3974 4
2527 1072 4
2528 3947 10
2528 1275 6
2528 883 2
2528 1872 8
2528 2996 8
2528 1726 1
2528 2986 9
2528 3383 10
2529 3697 10
2529 2214 7
2529 1144 1
2529 3011 10
2529 122 6
2529 1989 4
2529 253 2
2529 3604 2
2529 436 7
2530 3439 9
2530 3014 9
2530 1132 5
2530 2497 5
2530 1760 7
2530 3698 5
2530 3682 8
2530 2715 8
2530 2697 6
2530 2802 3
2531 274 3
2531 1324 8
2531 1397 8
2531 443 5
2531 1475 9
2531 3836 5
2531 1105 2
2531 2007 3
2531 1085 9
2531 1553 4
2532 2404 1
2532 582 6
2532 955 8
2532 523 1
2533 3553 9
2533 2322 8
2533 1896 7
2533 151 8
2534 2408 5
2534 1242 2
2534 3562 4
2534 1487 4
2535 1034 4
2535 1626 2
2535 1391 6
2535 341 3
2535 382 8
2535 2302 6
2535 612 8
2536 2868 8
2536 3886 9
2536 564 5
2536 30 10
2536 3082 1
2536 3902 10
2537 2355 1
2537 2595 5
2537 1375 10
2537 432 10
2537 2434 1
2537 2049 2
2537 3927 6
2537 2082 10
2537 3262 6
2537 2287 7
2537 1298 8
2537 2777 8
2538 2651 9
2538 2951 8
2538 1161 7
2539 0 2
2539 2067 9
2539 1207 9
2539 933 9
2539 3419 6
2539 1057 6
2539 1544 9
2540 3706 1
2540 1799 3
2540 2420 7
2541 1256 3
2541 2686 6
2541 940 1
2541 3258 2
2541 3531 9
2541 2370 2
2542 2615 3
2542 409 3
2542 3640 1
2542 170 1
2542 918 3
2542 1854 3
2542 3581 5
2542 1183 7
2543 139 10
2543 2701 5
2543 3094 8
2543 2015 8
2543 2730 10
2544 3635 8
2544 3753 1
2544 1954 8
2544 2684 3
2544 874 7
2544 2279 6
2544 1426 4
2544 1043 8
2544 555 9
2544 1957 7
2545 529 2
2545 150 5
2545 3874 6
2545 1143 4
2545 3684 9
2545 990 2
2545 2689 5
2546 3365 7
